outcome,text,appeal_district,trial_district,offence,sentence,no_complainant,no_male_complainant,no_female_complainant,no_appealant,no_male_appealant,no_female_appealant,no_public_witness,no_eye_witness,no_defense_witness,outcome
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Election_petition | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Election_petition,Missing,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Missing,Missing,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: Missing | offence: Fraud_impersonation | sentence: Prison_term | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 1 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,Missing,Fraud_impersonation,Prison_term,0,0,0,1,1,0,1,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: Missing | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 0 | no_male_appealant: 0 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,Missing,Dispute,Payment_damages,0,0,0,0,0,0,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: Missing | offence: Fraud_impersonation | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,Missing,Fraud_impersonation,Missing,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: North-Central | trial_district: North-Central | offence: Law_of_tort | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-Central,North-Central,Law_of_tort,Missing,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Dispute,Missing,0,0,0,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-East | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: 2 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-East,Dispute,Payment_damages,0,0,0,2,2,0,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Murder_manslaughter | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: 2 | no_female_appealant: 0 | no_public_witness: 1 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Murder_manslaughter,Missing,0,0,0,2,2,0,1,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Dispute,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Appeal_granted | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 0 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Appeal_granted,-1,-1,-1,1,0,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Appeal_granted | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 3 | no_male_appealant: 3 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Appeal_granted,-1,-1,-1,3,3,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Theft | sentence: Appeal_granted | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Theft,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Fraud_impersonation | sentence: Prison_term | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 7 | no_eye_witness: 0 | no_defense_witness: 1 | outcome: Dismissed,Missing,South-West,Fraud_impersonation,Prison_term,0,0,0,2,1,0,7,0,1,Dismissed
Granted,appeal_district: South-West | trial_district: South-West | offence: Armed_robbery | sentence: Prison_term | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 1 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Armed_robbery,Prison_term,0,0,0,1,1,0,1,0,0,Granted
Dismissed,appeal_district: South-West | trial_district: Missing | offence: Fraud_impersonation | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 2 | no_male_appealant: 0 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,Missing,Fraud_impersonation,Payment_damages,-1,-1,-1,2,0,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: FCT | offence: Others | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,FCT,Others,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Libel | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Libel,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Murder_manslaughter,Death,0,0,0,1,1,0,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: South-West | offence: Theft | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 2 | no_male_appealant: 2 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Theft,Payment_damages,-1,-1,-1,2,2,0,0,0,0,Granted
Dismissed,appeal_district: South-West | trial_district: Missing | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 3 | no_male_appealant: 3 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,Missing,Murder_manslaughter,Death,0,0,0,3,3,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Murder_manslaughter,Death,0,0,0,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-East | offence: Theft | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 2 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-East,Theft,Missing,-1,-1,-1,1,2,0,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: South-West | offence: Court_order_violation | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 0 | no_female_appealant: 1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Court_order_violation,Payment_damages,-1,-1,-1,1,0,1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Murder_manslaughter,Death,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Conspiracy | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 4 | no_male_appealant: 4 | no_female_appealant: 0 | no_public_witness: 6 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Conspiracy,Death,0,0,0,4,4,0,6,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: Missing | offence: Dispute | sentence: Appeal_granted | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,Missing,Dispute,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Dispute,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: South-West | offence: Theft | sentence: Appeal_granted | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 4 | outcome: Dismissed,South-South,South-West,Theft,Appeal_granted,-1,-1,-1,1,1,0,0,0,4,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Missing,Payment_damages,-1,-1,-1,-1,-1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Fraud_impersonation | sentence: Prison_term | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Fraud_impersonation,Prison_term,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: North-Central | offence: Others | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,North-Central,Others,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: North-Central | offence: Election_petition | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,North-Central,Election_petition,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: North-West | trial_district: North-West | offence: Election_petition | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 3 | no_male_appealant: 3 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-West,North-West,Election_petition,Payment_damages,-1,-1,-1,3,3,0,0,0,0,Dismissed
Granted,appeal_district: North-West | trial_district: North-West | offence: Election_petition | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 4 | no_male_appealant: 3 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,North-West,North-West,Election_petition,Payment_damages,-1,-1,-1,4,3,0,0,0,0,Granted
Dismissed,appeal_district: North-West | trial_district: North-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-West,North-West,Missing,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: FCT | offence: Election_petition | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,FCT,Election_petition,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Granted,appeal_district: North-Central | trial_district: North-Central | offence: Dispute | sentence: Appeal_granted | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,North-Central,North-Central,Dispute,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Granted,appeal_district: FCT | trial_district: FCT | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 2 | no_male_appealant: 2 | no_female_appealant: 2 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,FCT,FCT,Missing,Missing,-1,-1,-1,2,2,2,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: North-West | offence: Theft | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 1 | outcome: Dismissed,Missing,North-West,Theft,Payment_damages,-1,-1,-1,1,1,0,0,0,1,Dismissed
Dismissed,appeal_district: Missing | trial_district: North-Central | offence: Theft | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,North-Central,Theft,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: North-Central | trial_district: North-Central | offence: Conspiracy | sentence: Prison_term | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 2 | no_male_appealant: 2 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-Central,North-Central,Conspiracy,Prison_term,-1,-1,-1,2,2,0,0,0,0,Dismissed
Dismissed,appeal_district: North-Central | trial_district: North-Central | offence: Law_of_tort | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-Central,North-Central,Law_of_tort,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: North-Central | trial_district: North-Central | offence: Law_of_tort | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-Central,North-Central,Law_of_tort,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Dispute,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Fraud_impersonation | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Fraud_impersonation,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Theft | sentence: Appeal_granted | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: South-South | offence: Armed_robbery | sentence: Prison_term | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-South,Armed_robbery,Prison_term,-1,-1,-1,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: North-East | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,North-East,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-South | offence: Curroption_abuse_office | sentence: Prison_term_fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-South,Curroption_abuse_office,Prison_term_fine,-1,-1,-1,1,1,0,0,0,0,Dismissed
