outcome,text,appeal_district,trial_district,offence,sentence,no_complainant,no_male_complainant,no_female_complainant,no_appealant,no_male_appealant,no_female_appealant,no_public_witness,no_eye_witness,no_defense_witness,outcome
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Others | sentence: Payment_damages | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Others,Payment_damages,1,1,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Armed_robbery | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Armed_robbery,Death,0,0,0,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Law_of_tort | sentence: Payment_damages | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Law_of_tort,Payment_damages,1,1,0,2,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Law_of_tort | sentence: Payment_damages | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Law_of_tort,Payment_damages,1,1,0,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Others | sentence: Missing | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Others,Missing,1,1,0,2,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: North-Central | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,North-Central,Dispute,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: North-Central | trial_district: North-Central | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-Central,North-Central,Dispute,Missing,1,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: North-Central | trial_district: Missing | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,North-Central,Missing,Murder_manslaughter,Death,0,0,0,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: North-Central | trial_district: North-East | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-Central,North-East,Dispute,Missing,1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Others | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Others,Missing,1,-1,-1,-1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Unlawful_termination_appointment | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Unlawful_termination_appointment,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: South-West | trial_district: South-West | offence: Human_rights_violation | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Human_rights_violation,Missing,1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: North-Central | trial_district: North-Central | offence: Dispute | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-Central,North-Central,Dispute,Death,0,0,0,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: North-East | offence: Dispute | sentence: Missing | no_complainant: 3 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,North-East,Dispute,Missing,3,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: South-West | trial_district: Missing | offence: Fraud_impersonation | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,Missing,Fraud_impersonation,Missing,1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Dispute,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Dispute,Missing,1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Dispute,Missing,-1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: North-West | trial_district: Missing | offence: Civil_petition | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-West,Missing,Civil_petition,Missing,1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Theft | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Theft,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: South-West | trial_district: Missing | offence: Civil_petition | sentence: Missing | no_complainant: 4 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,Missing,Civil_petition,Missing,4,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: South-West | trial_district: Missing | offence: Dispute | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,Missing,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: South-West | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: FCT | trial_district: Missing | offence: Civil_petition | sentence: Missing | no_complainant: 3 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,Missing,Civil_petition,Missing,3,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: FCT | offence: Civil_petition | sentence: Missing | no_complainant: 6 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,FCT,Civil_petition,Missing,6,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: North-West | trial_district: North-West | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,North-West,North-West,Murder_manslaughter,Death,0,0,0,1,1,0,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Election_petition | sentence: Missing | no_complainant: 4 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Election_petition,Missing,4,-1,-1,1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: FCT | offence: Others | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,FCT,Others,Missing,1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Dispute,Missing,1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: FCT | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,FCT,Dispute,Missing,1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: North-Central | offence: Human_rights_violation | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,North-Central,Human_rights_violation,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: North-West | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-West,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Unlawful_possession | sentence: Payment_damages | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Unlawful_possession,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Unlawful_possession | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,South-West,Unlawful_possession,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Law_of_tort | sentence: Payment_damages | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Law_of_tort,Payment_damages,1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Law_of_tort | sentence: Payment_damages | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Law_of_tort,Payment_damages,1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Dispute,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Unlawful_possession | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Unlawful_possession,Missing,1,-1,-1,1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: 4 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Dispute,Missing,4,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: Missing | offence: Dispute | sentence: Prison_term | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 3 | no_eye_witness: 0 | no_defense_witness: 1 | outcome: Dismissed,South-South,Missing,Dispute,Prison_term,0,0,0,1,1,0,3,0,1,Dismissed
Granted,appeal_district: South-West | trial_district: South-West | offence: Civil_petition | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 11 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Granted,South-West,South-West,Civil_petition,Missing,1,-1,-1,11,-1,-1,-1,-1,-1,Granted
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,South-West,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Granted,Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Granted,appeal_district: South-West | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Granted,South-West,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Granted,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Granted,South-West,South-West,Missing,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Civil_petition | sentence: Missing | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: -1 | no_appealant: 3 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Granted,Missing,Missing,Civil_petition,Missing,1,1,-1,3,-1,-1,-1,-1,-1,Granted
Dismissed,appeal_district: Missing | trial_district: North-West | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: 1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,North-West,Dispute,Missing,-1,-1,1,1,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,Missing,Dispute,Missing,1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: FCT | trial_district: FCT | offence: Civil_petition | sentence: Missing | no_complainant: 2 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,FCT,FCT,Civil_petition,Missing,2,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Murder_manslaughter | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 2 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: North-Central | offence: Human_rights_violation | sentence: Missing | no_complainant: 2 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,North-Central,Human_rights_violation,Missing,2,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Others | sentence: Missing | no_complainant: 3 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,Missing,Others,Missing,3,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 9 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 2 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,Missing,Dispute,Death,-1,-1,-1,9,-1,-1,2,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Theft | sentence: Missing | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,Missing,Theft,Missing,1,1,-1,1,1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: North-West | trial_district: Missing | offence: Civil_petition | sentence: Missing | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,North-West,Missing,Civil_petition,Missing,1,1,-1,1,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Law_of_tort | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 2 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,Missing,Law_of_tort,Missing,1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: North-Central | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 4 | no_eye_witness: -1 | no_defense_witness: 1 | outcome: Dismissed,Missing,North-Central,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,4,-1,1,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Dispute | sentence: Payment_damages | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,South-West,South-West,Dispute,Payment_damages,1,1,-1,1,1,-1,-1,-1,-1,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Human_rights_violation | sentence: Payment_damages | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Granted,Missing,Missing,Human_rights_violation,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Others | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,Missing,Others,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Theft | sentence: Missing | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: -1 | no_appealant: 6 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,South-West,South-West,Theft,Missing,1,1,-1,6,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,South-West,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,Missing,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Armed_robbery | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 3 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,South-West,South-West,Armed_robbery,Missing,-1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Dispute | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,South-West,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
